,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
275,2/06/2020,16:50,5.04,85.34,25.38,17.301565912500006,89.69818182,17.301565912500006
276,2/06/2020,16:55,5.11,86.45,24.86,17.1151909125,74.00727273,17.1151909125
277,2/06/2020,17:00,4.07,68.47,24.23,16.8353181825,58.98181818,16.8353181825
278,2/06/2020,17:05,2.15,38.3,22.9,16.3812903375,48.83,16.3812903375
279,2/06/2020,17:10,1.26,24.19,22.11,15.9282784125,42.46363636,15.9282784125
280,2/06/2020,17:15,0.77,16.7,21.14,15.5551329525,36.45636364,15.5551329525
281,2/06/2020,17:20,0.68,15.75,20.47,15.236255115,29.93363636,15.236255115
282,2/06/2020,17:25,0.65,15.32,20.02,14.9176278375,23.06818182,14.9176278375
283,2/06/2020,17:30,0.66,15.88,19.64,14.57131875,17.51181818,14.57131875
284,2/06/2020,17:35,0.74,17.87,19.32,14.2246142025,14.42090909,14.2246142025
285,2/06/2020,17:40,0.66,16.75,19.1,13.869490912500002,12.46545455,13.869490912500002
286,2/06/2020,17:45,0.48,13.59,18.73,13.534851135,11.10363636,13.534851135
287,2/06/2020,17:50,0.3,10.93,18.11,14.971710679500001,9.78,14.971710679500001
288,2/06/2020,17:55,0.12,7.35,17.47,14.61730125,8.479090909,14.61730125
290,3/06/2020,6:00,0.37,13.12,13.79,13.43391591,16.55181818,13.43391591
291,3/06/2020,6:05,0.72,19.72,13.94,13.46893409,20.79909091,13.46893409
292,3/06/2020,6:10,0.96,23.99,14.03,13.51260227,25.45909091,13.51260227
293,3/06/2020,6:15,1.27,29.51,14.23,13.55643409,30.34454545,13.55643409
294,3/06/2020,6:20,1.69,37.37,14.58,13.62455909,35.14,13.62455909
295,3/06/2020,6:25,1.99,42.5,14.97,13.68573182,39.36181818,13.68573182
296,3/06/2020,6:30,2.34,47.72,15.2,13.74845227,43.79181818,13.74845227
297,3/06/2020,6:35,2.66,52.44,15.36,13.85995455,47.47272727,13.85995455
298,3/06/2020,6:40,2.88,55.49,15.25,13.99256136,49.85727273,13.99256136
299,3/06/2020,6:45,2.96,56.74,15.56,12.691315224,51.71545455,12.691315224
300,3/06/2020,6:50,2.81,54.38,15.54,12.792657276000002,52.81090909,12.792657276000002
301,3/06/2020,6:55,3.24,61.85,15.82,12.888057276,53.32,12.888057276
302,3/06/2020,7:00,3.14,60.21,16.28,12.960409095,53.27272727,12.960409095
303,3/06/2020,7:05,2.58,50.22,16.21,13.020291819,52.80363636,13.020291819
304,3/06/2020,7:10,2.62,49.95,15.99,13.109839776,52.35909091,13.109839776
305,3/06/2020,7:15,2.57,49.42,16.15,13.198641138,52.11,13.198641138
306,3/06/2020,7:20,2.47,48.1,16.29,13.263046362,51.82181818,13.263046362
